pid,gid,1fuel_gas,1fuel_elec_foss,1fuel_elec_renew,2access,3chargtime,4drivrange,5fuelcost,6price,choice
150,597,0,1,0,100,60,500,0.26,257619,1
150,597,0,0,1,10,15,200,0.26,373584,0
150,597,0,0,1,70,60,200,1.29,412190,0
150,597,0,1,0,70,40,200,1.03,373584,0
150,598,1,0,0,100,240,200,0.52,257619,1
150,598,0,0,1,100,40,300,1.29,373584,0
150,598,1,0,0,10,60,300,1.03,257619,0
150,598,0,1,0,10,240,300,0.52,412190,0
150,599,0,0,1,40,240,500,1.03,257619,1
150,599,1,0,0,40,40,300,0.26,412190,0
150,599,1,0,0,70,240,500,1.29,373584,0
150,599,0,0,1,10,60,500,0.52,257619,0
150,600,1,0,0,100,15,500,1.03,412190,1
150,600,0,0,1,70,15,300,0.52,257619,0
150,600,1,0,0,40,60,500,0.52,373584,0
150,600,0,1,0,40,15,200,1.29,257619,0
151,601,0,1,0,100,60,500,0.26,257619,0
151,601,0,0,1,10,15,200,0.26,373584,1
151,601,0,0,1,70,60,200,1.29,412190,0
151,601,0,1,0,70,40,200,1.03,373584,0
151,602,1,0,0,100,240,200,0.52,257619,0
151,602,0,0,1,100,40,300,1.29,373584,0
151,602,1,0,0,10,60,300,1.03,257619,1
151,602,0,1,0,10,240,300,0.52,412190,0
151,603,0,0,1,40,240,500,1.03,257619,1
151,603,1,0,0,40,40,300,0.26,412190,0
151,603,1,0,0,70,240,500,1.29,373584,0
151,603,0,0,1,10,60,500,0.52,257619,0
151,604,1,0,0,100,15,500,1.03,412190,0
151,604,0,0,1,70,15,300,0.52,257619,0
151,604,1,0,0,40,60,500,0.52,373584,0
151,604,0,1,0,40,15,200,1.29,257619,1
152,605,0,1,0,100,60,500,0.26,257619,0
152,605,0,0,1,10,15,200,0.26,373584,0
152,605,0,0,1,70,60,200,1.29,412190,1
152,605,0,1,0,70,40,200,1.03,373584,0
152,606,1,0,0,100,240,200,0.52,257619,0
152,606,0,0,1,100,40,300,1.29,373584,0
152,606,1,0,0,10,60,300,1.03,257619,1
152,606,0,1,0,10,240,300,0.52,412190,0
152,607,0,0,1,40,240,500,1.03,257619,1
152,607,1,0,0,40,40,300,0.26,412190,0
152,607,1,0,0,70,240,500,1.29,373584,0
152,607,0,0,1,10,60,500,0.52,257619,0
152,608,1,0,0,100,15,500,1.03,412190,0
152,608,0,0,1,70,15,300,0.52,257619,1
152,608,1,0,0,40,60,500,0.52,373584,0
152,608,0,1,0,40,15,200,1.29,257619,0
153,609,0,1,0,100,60,500,0.26,257619,1
153,609,0,0,1,10,15,200,0.26,373584,0
153,609,0,0,1,70,60,200,1.29,412190,0
153,609,0,1,0,70,40,200,1.03,373584,0
153,610,1,0,0,100,240,200,0.52,257619,0
153,610,0,0,1,100,40,300,1.29,373584,1
153,610,1,0,0,10,60,300,1.03,257619,0
153,610,0,1,0,10,240,300,0.52,412190,0
153,611,0,0,1,40,240,500,1.03,257619,0
153,611,1,0,0,40,40,300,0.26,412190,1
153,611,1,0,0,70,240,500,1.29,373584,0
153,611,0,0,1,10,60,500,0.52,257619,0
153,612,1,0,0,100,15,500,1.03,412190,0
153,612,0,0,1,70,15,300,0.52,257619,0
153,612,1,0,0,40,60,500,0.52,373584,1
153,612,0,1,0,40,15,200,1.29,257619,0
154,613,0,1,0,100,60,500,0.26,257619,0
154,613,0,0,1,10,15,200,0.26,373584,1
154,613,0,0,1,70,60,200,1.29,412190,0
154,613,0,1,0,70,40,200,1.03,373584,0
154,614,1,0,0,100,240,200,0.52,257619,0
154,614,0,0,1,100,40,300,1.29,373584,1
154,614,1,0,0,10,60,300,1.03,257619,0
154,614,0,1,0,10,240,300,0.52,412190,0
154,615,0,0,1,40,240,500,1.03,257619,0
154,615,1,0,0,40,40,300,0.26,412190,0
154,615,1,0,0,70,240,500,1.29,373584,0
154,615,0,0,1,10,60,500,0.52,257619,1
154,616,1,0,0,100,15,500,1.03,412190,0
154,616,0,0,1,70,15,300,0.52,257619,1
154,616,1,0,0,40,60,500,0.52,373584,0
154,616,0,1,0,40,15,200,1.29,257619,0
155,617,0,1,0,100,60,500,0.26,257619,0
155,617,0,0,1,10,15,200,0.26,373584,1
155,617,0,0,1,70,60,200,1.29,412190,0
155,617,0,1,0,70,40,200,1.03,373584,0
155,618,1,0,0,100,240,200,0.52,257619,0
155,618,0,0,1,100,40,300,1.29,373584,0
155,618,1,0,0,10,60,300,1.03,257619,1
155,618,0,1,0,10,240,300,0.52,412190,0
155,619,0,0,1,40,240,500,1.03,257619,1
155,619,1,0,0,40,40,300,0.26,412190,0
155,619,1,0,0,70,240,500,1.29,373584,0
155,619,0,0,1,10,60,500,0.52,257619,0
155,620,1,0,0,100,15,500,1.03,412190,0
155,620,0,0,1,70,15,300,0.52,257619,0
155,620,1,0,0,40,60,500,0.52,373584,0
155,620,0,1,0,40,15,200,1.29,257619,1
156,621,0,1,0,100,60,500,0.26,257619,0
156,621,0,0,1,10,15,200,0.26,373584,0
156,621,0,0,1,70,60,200,1.29,412190,1
156,621,0,1,0,70,40,200,1.03,373584,0
156,622,1,0,0,100,240,200,0.52,257619,1
156,622,0,0,1,100,40,300,1.29,373584,0
156,622,1,0,0,10,60,300,1.03,257619,0
156,622,0,1,0,10,240,300,0.52,412190,0
156,623,0,0,1,40,240,500,1.03,257619,1
156,623,1,0,0,40,40,300,0.26,412190,0
156,623,1,0,0,70,240,500,1.29,373584,0
156,623,0,0,1,10,60,500,0.52,257619,0
156,624,1,0,0,100,15,500,1.03,412190,1
156,624,0,0,1,70,15,300,0.52,257619,0
156,624,1,0,0,40,60,500,0.52,373584,0
156,624,0,1,0,40,15,200,1.29,257619,0
157,625,0,1,0,100,60,500,0.26,257619,0
157,625,0,0,1,10,15,200,0.26,373584,0
157,625,0,0,1,70,60,200,1.29,412190,1
157,625,0,1,0,70,40,200,1.03,373584,0
157,626,1,0,0,100,240,200,0.52,257619,0
157,626,0,0,1,100,40,300,1.29,373584,1
157,626,1,0,0,10,60,300,1.03,257619,0
157,626,0,1,0,10,240,300,0.52,412190,0
157,627,0,0,1,40,240,500,1.03,257619,1
157,627,1,0,0,40,40,300,0.26,412190,0
157,627,1,0,0,70,240,500,1.29,373584,0
157,627,0,0,1,10,60,500,0.52,257619,0
157,628,1,0,0,100,15,500,1.03,412190,0
157,628,0,0,1,70,15,300,0.52,257619,1
157,628,1,0,0,40,60,500,0.52,373584,0
157,628,0,1,0,40,15,200,1.29,257619,0
158,629,0,1,0,100,60,500,0.26,257619,1
158,629,0,0,1,10,15,200,0.26,373584,0
158,629,0,0,1,70,60,200,1.29,412190,0
158,629,0,1,0,70,40,200,1.03,373584,0
158,630,1,0,0,100,240,200,0.52,257619,1
158,630,0,0,1,100,40,300,1.29,373584,0
158,630,1,0,0,10,60,300,1.03,257619,0
158,630,0,1,0,10,240,300,0.52,412190,0
158,631,0,0,1,40,240,500,1.03,257619,1
158,631,1,0,0,40,40,300,0.26,412190,0
158,631,1,0,0,70,240,500,1.29,373584,0
158,631,0,0,1,10,60,500,0.52,257619,0
158,632,1,0,0,100,15,500,1.03,412190,1
158,632,0,0,1,70,15,300,0.52,257619,0
158,632,1,0,0,40,60,500,0.52,373584,0
158,632,0,1,0,40,15,200,1.29,257619,0
159,633,0,1,0,100,60,500,0.26,257619,0
159,633,0,0,1,10,15,200,0.26,373584,0
159,633,0,0,1,70,60,200,1.29,412190,0
159,633,0,1,0,70,40,200,1.03,373584,1
159,634,1,0,0,100,240,200,0.52,257619,0
159,634,0,0,1,100,40,300,1.29,373584,0
159,634,1,0,0,10,60,300,1.03,257619,1
159,634,0,1,0,10,240,300,0.52,412190,0
159,635,0,0,1,40,240,500,1.03,257619,0
159,635,1,0,0,40,40,300,0.26,412190,1
159,635,1,0,0,70,240,500,1.29,373584,0
159,635,0,0,1,10,60,500,0.52,257619,0
159,636,1,0,0,100,15,500,1.03,412190,0
159,636,0,0,1,70,15,300,0.52,257619,1
159,636,1,0,0,40,60,500,0.52,373584,0
159,636,0,1,0,40,15,200,1.29,257619,0
160,637,0,1,0,100,60,500,0.26,257619,0
160,637,0,0,1,10,15,200,0.26,373584,1
160,637,0,0,1,70,60,200,1.29,412190,0
160,637,0,1,0,70,40,200,1.03,373584,0
160,638,1,0,0,100,240,200,0.52,257619,1
160,638,0,0,1,100,40,300,1.29,373584,0
160,638,1,0,0,10,60,300,1.03,257619,0
160,638,0,1,0,10,240,300,0.52,412190,0
160,639,0,0,1,40,240,500,1.03,257619,0
160,639,1,0,0,40,40,300,0.26,412190,0
160,639,1,0,0,70,240,500,1.29,373584,0
160,639,0,0,1,10,60,500,0.52,257619,1
160,640,1,0,0,100,15,500,1.03,412190,0
160,640,0,0,1,70,15,300,0.52,257619,0
160,640,1,0,0,40,60,500,0.52,373584,1
160,640,0,1,0,40,15,200,1.29,257619,0
161,641,0,1,0,100,60,500,0.26,257619,1
161,641,0,0,1,10,15,200,0.26,373584,0
161,641,0,0,1,70,60,200,1.29,412190,0
161,641,0,1,0,70,40,200,1.03,373584,0
161,642,1,0,0,100,240,200,0.52,257619,0
161,642,0,0,1,100,40,300,1.29,373584,0
161,642,1,0,0,10,60,300,1.03,257619,1
161,642,0,1,0,10,240,300,0.52,412190,0
161,643,0,0,1,40,240,500,1.03,257619,0
161,643,1,0,0,40,40,300,0.26,412190,0
161,643,1,0,0,70,240,500,1.29,373584,1
161,643,0,0,1,10,60,500,0.52,257619,0
161,644,1,0,0,100,15,500,1.03,412190,0
161,644,0,0,1,70,15,300,0.52,257619,1
161,644,1,0,0,40,60,500,0.52,373584,0
161,644,0,1,0,40,15,200,1.29,257619,0
162,645,0,1,0,100,60,500,0.26,257619,1
162,645,0,0,1,10,15,200,0.26,373584,0
162,645,0,0,1,70,60,200,1.29,412190,0
162,645,0,1,0,70,40,200,1.03,373584,0
162,646,1,0,0,100,240,200,0.52,257619,1
162,646,0,0,1,100,40,300,1.29,373584,0
162,646,1,0,0,10,60,300,1.03,257619,0
162,646,0,1,0,10,240,300,0.52,412190,0
162,647,0,0,1,40,240,500,1.03,257619,1
162,647,1,0,0,40,40,300,0.26,412190,0
162,647,1,0,0,70,240,500,1.29,373584,0
162,647,0,0,1,10,60,500,0.52,257619,0
162,648,1,0,0,100,15,500,1.03,412190,1
162,648,0,0,1,70,15,300,0.52,257619,0
162,648,1,0,0,40,60,500,0.52,373584,0
162,648,0,1,0,40,15,200,1.29,257619,0
163,649,0,1,0,100,60,500,0.26,257619,0
163,649,0,0,1,10,15,200,0.26,373584,0
163,649,0,0,1,70,60,200,1.29,412190,1
163,649,0,1,0,70,40,200,1.03,373584,0
163,650,1,0,0,100,240,200,0.52,257619,1
163,650,0,0,1,100,40,300,1.29,373584,0
163,650,1,0,0,10,60,300,1.03,257619,0
163,650,0,1,0,10,240,300,0.52,412190,0
163,651,0,0,1,40,240,500,1.03,257619,0
163,651,1,0,0,40,40,300,0.26,412190,0
163,651,1,0,0,70,240,500,1.29,373584,0
163,651,0,0,1,10,60,500,0.52,257619,1
163,652,1,0,0,100,15,500,1.03,412190,0
163,652,0,0,1,70,15,300,0.52,257619,0
163,652,1,0,0,40,60,500,0.52,373584,1
163,652,0,1,0,40,15,200,1.29,257619,0
164,653,0,1,0,100,60,500,0.26,257619,1
164,653,0,0,1,10,15,200,0.26,373584,0
164,653,0,0,1,70,60,200,1.29,412190,0
164,653,0,1,0,70,40,200,1.03,373584,0
164,654,1,0,0,100,240,200,0.52,257619,1
164,654,0,0,1,100,40,300,1.29,373584,0
164,654,1,0,0,10,60,300,1.03,257619,0
164,654,0,1,0,10,240,300,0.52,412190,0
164,655,0,0,1,40,240,500,1.03,257619,1
164,655,1,0,0,40,40,300,0.26,412190,0
164,655,1,0,0,70,240,500,1.29,373584,0
164,655,0,0,1,10,60,500,0.52,257619,0
164,656,1,0,0,100,15,500,1.03,412190,1
164,656,0,0,1,70,15,300,0.52,257619,0
164,656,1,0,0,40,60,500,0.52,373584,0
164,656,0,1,0,40,15,200,1.29,257619,0
165,657,0,1,0,100,60,500,0.26,257619,0
165,657,0,0,1,10,15,200,0.26,373584,1
165,657,0,0,1,70,60,200,1.29,412190,0
165,657,0,1,0,70,40,200,1.03,373584,0
165,658,1,0,0,100,240,200,0.52,257619,1
165,658,0,0,1,100,40,300,1.29,373584,0
165,658,1,0,0,10,60,300,1.03,257619,0
165,658,0,1,0,10,240,300,0.52,412190,0
165,659,0,0,1,40,240,500,1.03,257619,0
165,659,1,0,0,40,40,300,0.26,412190,1
165,659,1,0,0,70,240,500,1.29,373584,0
165,659,0,0,1,10,60,500,0.52,257619,0
165,660,1,0,0,100,15,500,1.03,412190,0
165,660,0,0,1,70,15,300,0.52,257619,0
165,660,1,0,0,40,60,500,0.52,373584,1
165,660,0,1,0,40,15,200,1.29,257619,0
166,661,0,1,0,100,60,500,0.26,257619,0
166,661,0,0,1,10,15,200,0.26,373584,1
166,661,0,0,1,70,60,200,1.29,412190,0
166,661,0,1,0,70,40,200,1.03,373584,0
166,662,1,0,0,100,240,200,0.52,257619,0
166,662,0,0,1,100,40,300,1.29,373584,0
166,662,1,0,0,10,60,300,1.03,257619,1
166,662,0,1,0,10,240,300,0.52,412190,0
166,663,0,0,1,40,240,500,1.03,257619,0
166,663,1,0,0,40,40,300,0.26,412190,1
166,663,1,0,0,70,240,500,1.29,373584,0
166,663,0,0,1,10,60,500,0.52,257619,0
166,664,1,0,0,100,15,500,1.03,412190,0
166,664,0,0,1,70,15,300,0.52,257619,0
166,664,1,0,0,40,60,500,0.52,373584,0
166,664,0,1,0,40,15,200,1.29,257619,1
167,665,0,1,0,100,60,500,0.26,257619,1
167,665,0,0,1,10,15,200,0.26,373584,0
167,665,0,0,1,70,60,200,1.29,412190,0
167,665,0,1,0,70,40,200,1.03,373584,0
167,666,1,0,0,100,240,200,0.52,257619,0
167,666,0,0,1,100,40,300,1.29,373584,1
167,666,1,0,0,10,60,300,1.03,257619,0
167,666,0,1,0,10,240,300,0.52,412190,0
167,667,0,0,1,40,240,500,1.03,257619,0
167,667,1,0,0,40,40,300,0.26,412190,0
167,667,1,0,0,70,240,500,1.29,373584,0
167,667,0,0,1,10,60,500,0.52,257619,1
167,668,1,0,0,100,15,500,1.03,412190,0
167,668,0,0,1,70,15,300,0.52,257619,1
167,668,1,0,0,40,60,500,0.52,373584,0
167,668,0,1,0,40,15,200,1.29,257619,0
168,669,0,1,0,100,60,500,0.26,257619,1
168,669,0,0,1,10,15,200,0.26,373584,0
168,669,0,0,1,70,60,200,1.29,412190,0
168,669,0,1,0,70,40,200,1.03,373584,0
168,670,1,0,0,100,240,200,0.52,257619,1
168,670,0,0,1,100,40,300,1.29,373584,0
168,670,1,0,0,10,60,300,1.03,257619,0
168,670,0,1,0,10,240,300,0.52,412190,0
168,671,0,0,1,40,240,500,1.03,257619,1
168,671,1,0,0,40,40,300,0.26,412190,0
168,671,1,0,0,70,240,500,1.29,373584,0
168,671,0,0,1,10,60,500,0.52,257619,0
168,672,1,0,0,100,15,500,1.03,412190,1
168,672,0,0,1,70,15,300,0.52,257619,0
168,672,1,0,0,40,60,500,0.52,373584,0
168,672,0,1,0,40,15,200,1.29,257619,0
169,673,0,1,0,100,60,500,0.26,257619,0
169,673,0,0,1,10,15,200,0.26,373584,1
169,673,0,0,1,70,60,200,1.29,412190,0
169,673,0,1,0,70,40,200,1.03,373584,0
169,674,1,0,0,100,240,200,0.52,257619,1
169,674,0,0,1,100,40,300,1.29,373584,0
169,674,1,0,0,10,60,300,1.03,257619,0
169,674,0,1,0,10,240,300,0.52,412190,0
169,675,0,0,1,40,240,500,1.03,257619,0
169,675,1,0,0,40,40,300,0.26,412190,0
169,675,1,0,0,70,240,500,1.29,373584,0
169,675,0,0,1,10,60,500,0.52,257619,1
169,676,1,0,0,100,15,500,1.03,412190,0
169,676,0,0,1,70,15,300,0.52,257619,0
169,676,1,0,0,40,60,500,0.52,373584,0
169,676,0,1,0,40,15,200,1.29,257619,1
170,677,0,1,0,100,60,500,0.26,257619,0
170,677,0,0,1,10,15,200,0.26,373584,1
170,677,0,0,1,70,60,200,1.29,412190,0
170,677,0,1,0,70,40,200,1.03,373584,0
170,678,1,0,0,100,240,200,0.52,257619,0
170,678,0,0,1,100,40,300,1.29,373584,1
170,678,1,0,0,10,60,300,1.03,257619,0
170,678,0,1,0,10,240,300,0.52,412190,0
170,679,0,0,1,40,240,500,1.03,257619,0
170,679,1,0,0,40,40,300,0.26,412190,0
170,679,1,0,0,70,240,500,1.29,373584,0
170,679,0,0,1,10,60,500,0.52,257619,1
170,680,1,0,0,100,15,500,1.03,412190,0
170,680,0,0,1,70,15,300,0.52,257619,1
170,680,1,0,0,40,60,500,0.52,373584,0
170,680,0,1,0,40,15,200,1.29,257619,0
171,681,0,1,0,100,60,500,0.26,257619,0
171,681,0,0,1,10,15,200,0.26,373584,0
171,681,0,0,1,70,60,200,1.29,412190,0
171,681,0,1,0,70,40,200,1.03,373584,1
171,682,1,0,0,100,240,200,0.52,257619,0
171,682,0,0,1,100,40,300,1.29,373584,1
171,682,1,0,0,10,60,300,1.03,257619,0
171,682,0,1,0,10,240,300,0.52,412190,0
171,683,0,0,1,40,240,500,1.03,257619,0
171,683,1,0,0,40,40,300,0.26,412190,0
171,683,1,0,0,70,240,500,1.29,373584,0
171,683,0,0,1,10,60,500,0.52,257619,1
171,684,1,0,0,100,15,500,1.03,412190,0
171,684,0,0,1,70,15,300,0.52,257619,1
171,684,1,0,0,40,60,500,0.52,373584,0
171,684,0,1,0,40,15,200,1.29,257619,0
172,685,0,1,0,100,60,500,0.26,257619,0
172,685,0,0,1,10,15,200,0.26,373584,1
172,685,0,0,1,70,60,200,1.29,412190,0
172,685,0,1,0,70,40,200,1.03,373584,0
172,686,1,0,0,100,240,200,0.52,257619,0
172,686,0,0,1,100,40,300,1.29,373584,0
172,686,1,0,0,10,60,300,1.03,257619,1
172,686,0,1,0,10,240,300,0.52,412190,0
172,687,0,0,1,40,240,500,1.03,257619,0
172,687,1,0,0,40,40,300,0.26,412190,0
172,687,1,0,0,70,240,500,1.29,373584,0
172,687,0,0,1,10,60,500,0.52,257619,1
172,688,1,0,0,100,15,500,1.03,412190,0
172,688,0,0,1,70,15,300,0.52,257619,1
172,688,1,0,0,40,60,500,0.52,373584,0
172,688,0,1,0,40,15,200,1.29,257619,0
173,689,0,1,0,100,60,500,0.26,257619,1
173,689,0,0,1,10,15,200,0.26,373584,0
173,689,0,0,1,70,60,200,1.29,412190,0
173,689,0,1,0,70,40,200,1.03,373584,0
173,690,1,0,0,100,240,200,0.52,257619,1
173,690,0,0,1,100,40,300,1.29,373584,0
173,690,1,0,0,10,60,300,1.03,257619,0
173,690,0,1,0,10,240,300,0.52,412190,0
173,691,0,0,1,40,240,500,1.03,257619,0
173,691,1,0,0,40,40,300,0.26,412190,0
173,691,1,0,0,70,240,500,1.29,373584,0
173,691,0,0,1,10,60,500,0.52,257619,1
173,692,1,0,0,100,15,500,1.03,412190,0
173,692,0,0,1,70,15,300,0.52,257619,1
173,692,1,0,0,40,60,500,0.52,373584,0
173,692,0,1,0,40,15,200,1.29,257619,0
174,693,0,1,0,100,60,500,0.26,257619,1
174,693,0,0,1,10,15,200,0.26,373584,0
174,693,0,0,1,70,60,200,1.29,412190,0
174,693,0,1,0,70,40,200,1.03,373584,0
174,694,1,0,0,100,240,200,0.52,257619,1
174,694,0,0,1,100,40,300,1.29,373584,0
174,694,1,0,0,10,60,300,1.03,257619,0
174,694,0,1,0,10,240,300,0.52,412190,0
174,695,0,0,1,40,240,500,1.03,257619,1
174,695,1,0,0,40,40,300,0.26,412190,0
174,695,1,0,0,70,240,500,1.29,373584,0
174,695,0,0,1,10,60,500,0.52,257619,0
174,696,1,0,0,100,15,500,1.03,412190,0
174,696,0,0,1,70,15,300,0.52,257619,1
174,696,1,0,0,40,60,500,0.52,373584,0
174,696,0,1,0,40,15,200,1.29,257619,0
175,697,0,1,0,100,60,500,0.26,257619,0
175,697,0,0,1,10,15,200,0.26,373584,0
175,697,0,0,1,70,60,200,1.29,412190,1
175,697,0,1,0,70,40,200,1.03,373584,0
175,698,1,0,0,100,240,200,0.52,257619,0
175,698,0,0,1,100,40,300,1.29,373584,0
175,698,1,0,0,10,60,300,1.03,257619,1
175,698,0,1,0,10,240,300,0.52,412190,0
175,699,0,0,1,40,240,500,1.03,257619,0
175,699,1,0,0,40,40,300,0.26,412190,0
175,699,1,0,0,70,240,500,1.29,373584,1
175,699,0,0,1,10,60,500,0.52,257619,0
175,700,1,0,0,100,15,500,1.03,412190,1
175,700,0,0,1,70,15,300,0.52,257619,0
175,700,1,0,0,40,60,500,0.52,373584,0
175,700,0,1,0,40,15,200,1.29,257619,0
176,701,0,1,0,100,60,500,0.26,257619,1
176,701,0,0,1,10,15,200,0.26,373584,0
176,701,0,0,1,70,60,200,1.29,412190,0
176,701,0,1,0,70,40,200,1.03,373584,0
176,702,1,0,0,100,240,200,0.52,257619,1
176,702,0,0,1,100,40,300,1.29,373584,0
176,702,1,0,0,10,60,300,1.03,257619,0
176,702,0,1,0,10,240,300,0.52,412190,0
176,703,0,0,1,40,240,500,1.03,257619,1
176,703,1,0,0,40,40,300,0.26,412190,0
176,703,1,0,0,70,240,500,1.29,373584,0
176,703,0,0,1,10,60,500,0.52,257619,0
176,704,1,0,0,100,15,500,1.03,412190,1
176,704,0,0,1,70,15,300,0.52,257619,0
176,704,1,0,0,40,60,500,0.52,373584,0
176,704,0,1,0,40,15,200,1.29,257619,0
177,705,0,1,0,100,60,500,0.26,257619,0
177,705,0,0,1,10,15,200,0.26,373584,0
177,705,0,0,1,70,60,200,1.29,412190,1
177,705,0,1,0,70,40,200,1.03,373584,0
177,706,1,0,0,100,240,200,0.52,257619,1
177,706,0,0,1,100,40,300,1.29,373584,0
177,706,1,0,0,10,60,300,1.03,257619,0
177,706,0,1,0,10,240,300,0.52,412190,0
177,707,0,0,1,40,240,500,1.03,257619,0
177,707,1,0,0,40,40,300,0.26,412190,1
177,707,1,0,0,70,240,500,1.29,373584,0
177,707,0,0,1,10,60,500,0.52,257619,0
177,708,1,0,0,100,15,500,1.03,412190,0
177,708,0,0,1,70,15,300,0.52,257619,0
177,708,1,0,0,40,60,500,0.52,373584,1
177,708,0,1,0,40,15,200,1.29,257619,0
178,709,0,1,0,100,60,500,0.26,257619,1
178,709,0,0,1,10,15,200,0.26,373584,0
178,709,0,0,1,70,60,200,1.29,412190,0
178,709,0,1,0,70,40,200,1.03,373584,0
178,710,1,0,0,100,240,200,0.52,257619,0
178,710,0,0,1,100,40,300,1.29,373584,1
178,710,1,0,0,10,60,300,1.03,257619,0
178,710,0,1,0,10,240,300,0.52,412190,0
178,711,0,0,1,40,240,500,1.03,257619,1
178,711,1,0,0,40,40,300,0.26,412190,0
178,711,1,0,0,70,240,500,1.29,373584,0
178,711,0,0,1,10,60,500,0.52,257619,0
178,712,1,0,0,100,15,500,1.03,412190,0
178,712,0,0,1,70,15,300,0.52,257619,1
178,712,1,0,0,40,60,500,0.52,373584,0
178,712,0,1,0,40,15,200,1.29,257619,0
179,713,0,1,0,100,60,500,0.26,257619,0
179,713,0,0,1,10,15,200,0.26,373584,1
179,713,0,0,1,70,60,200,1.29,412190,0
179,713,0,1,0,70,40,200,1.03,373584,0
179,714,1,0,0,100,240,200,0.52,257619,0
179,714,0,0,1,100,40,300,1.29,373584,1
179,714,1,0,0,10,60,300,1.03,257619,0
179,714,0,1,0,10,240,300,0.52,412190,0
179,715,0,0,1,40,240,500,1.03,257619,1
179,715,1,0,0,40,40,300,0.26,412190,0
179,715,1,0,0,70,240,500,1.29,373584,0
179,715,0,0,1,10,60,500,0.52,257619,0
179,716,1,0,0,100,15,500,1.03,412190,0
179,716,0,0,1,70,15,300,0.52,257619,1
179,716,1,0,0,40,60,500,0.52,373584,0
179,716,0,1,0,40,15,200,1.29,257619,0
180,717,0,1,0,100,60,500,0.26,257619,1
180,717,0,0,1,10,15,200,0.26,373584,0
180,717,0,0,1,70,60,200,1.29,412190,0
180,717,0,1,0,70,40,200,1.03,373584,0
180,718,1,0,0,100,240,200,0.52,257619,1
180,718,0,0,1,100,40,300,1.29,373584,0
180,718,1,0,0,10,60,300,1.03,257619,0
180,718,0,1,0,10,240,300,0.52,412190,0
180,719,0,0,1,40,240,500,1.03,257619,1
180,719,1,0,0,40,40,300,0.26,412190,0
180,719,1,0,0,70,240,500,1.29,373584,0
180,719,0,0,1,10,60,500,0.52,257619,0
180,720,1,0,0,100,15,500,1.03,412190,0
180,720,0,0,1,70,15,300,0.52,257619,1
180,720,1,0,0,40,60,500,0.52,373584,0
180,720,0,1,0,40,15,200,1.29,257619,0
181,721,0,1,0,100,60,500,0.26,257619,0
181,721,0,0,1,10,15,200,0.26,373584,1
181,721,0,0,1,70,60,200,1.29,412190,0
181,721,0,1,0,70,40,200,1.03,373584,0
181,722,1,0,0,100,240,200,0.52,257619,0
181,722,0,0,1,100,40,300,1.29,373584,1
181,722,1,0,0,10,60,300,1.03,257619,0
181,722,0,1,0,10,240,300,0.52,412190,0
181,723,0,0,1,40,240,500,1.03,257619,0
181,723,1,0,0,40,40,300,0.26,412190,0
181,723,1,0,0,70,240,500,1.29,373584,0
181,723,0,0,1,10,60,500,0.52,257619,1
181,724,1,0,0,100,15,500,1.03,412190,1
181,724,0,0,1,70,15,300,0.52,257619,0
181,724,1,0,0,40,60,500,0.52,373584,0
181,724,0,1,0,40,15,200,1.29,257619,0
182,725,0,1,0,100,60,500,0.26,257619,1
182,725,0,0,1,10,15,200,0.26,373584,0
182,725,0,0,1,70,60,200,1.29,412190,0
182,725,0,1,0,70,40,200,1.03,373584,0
182,726,1,0,0,100,240,200,0.52,257619,1
182,726,0,0,1,100,40,300,1.29,373584,0
182,726,1,0,0,10,60,300,1.03,257619,0
182,726,0,1,0,10,240,300,0.52,412190,0
182,727,0,0,1,40,240,500,1.03,257619,1
182,727,1,0,0,40,40,300,0.26,412190,0
182,727,1,0,0,70,240,500,1.29,373584,0
182,727,0,0,1,10,60,500,0.52,257619,0
182,728,1,0,0,100,15,500,1.03,412190,1
182,728,0,0,1,70,15,300,0.52,257619,0
182,728,1,0,0,40,60,500,0.52,373584,0
182,728,0,1,0,40,15,200,1.29,257619,0
183,729,0,1,0,100,60,500,0.26,257619,0
183,729,0,0,1,10,15,200,0.26,373584,0
183,729,0,0,1,70,60,200,1.29,412190,1
183,729,0,1,0,70,40,200,1.03,373584,0
183,730,1,0,0,100,240,200,0.52,257619,1
183,730,0,0,1,100,40,300,1.29,373584,0
183,730,1,0,0,10,60,300,1.03,257619,0
183,730,0,1,0,10,240,300,0.52,412190,0
183,731,0,0,1,40,240,500,1.03,257619,0
183,731,1,0,0,40,40,300,0.26,412190,1
183,731,1,0,0,70,240,500,1.29,373584,0
183,731,0,0,1,10,60,500,0.52,257619,0
183,732,1,0,0,100,15,500,1.03,412190,0
183,732,0,0,1,70,15,300,0.52,257619,0
183,732,1,0,0,40,60,500,0.52,373584,1
183,732,0,1,0,40,15,200,1.29,257619,0
184,733,0,1,0,100,60,500,0.26,257619,0
184,733,0,0,1,10,15,200,0.26,373584,1
184,733,0,0,1,70,60,200,1.29,412190,0
184,733,0,1,0,70,40,200,1.03,373584,0
184,734,1,0,0,100,240,200,0.52,257619,0
184,734,0,0,1,100,40,300,1.29,373584,0
184,734,1,0,0,10,60,300,1.03,257619,1
184,734,0,1,0,10,240,300,0.52,412190,0
184,735,0,0,1,40,240,500,1.03,257619,0
184,735,1,0,0,40,40,300,0.26,412190,0
184,735,1,0,0,70,240,500,1.29,373584,0
184,735,0,0,1,10,60,500,0.52,257619,1
184,736,1,0,0,100,15,500,1.03,412190,1
